checked_link,countries,date,id,justify,label,poynter_link,source,title
https://www.factcheck.org/2020/06/painting-of-children-in-masks-isnt-a-1994-airport-mural/,UnitedStates,2020-06-26 00:00:00,168,explanation the painting is not at the denver airport  and is not from 1994,FALSE,https://www.poynter.org/?ifcn_misinformation=a-painting-depicting-children-in-face-masks-was-created-as-a-mural-for-the-denver-airport-in-1994-proving-the-covid-19-pandemic-was-planned, FactCheck.org, a painting depicting children in face masks was created as a mural for the denver airport in 1994 proving the covid19 pandemic was planned
https://healthfeedback.org/claimreview/contrary-to-popular-claim-on-social-media-rna-vaccines-do-not-alter-our-dna/,UnitedStates,2020-06-25 00:00:00,169,explanation previous studies have demonstrated that rna vaccines are generally safe studies examining the potential integration of nucleic acid vaccines into dna have shown that rna from a vaccine does not alter dna rna from a vaccine is also very unlikely to cause autoimmunity  as rna is shortlived  being quickly degraded by cells after it has been used to make a protein therefore rna does not persist long enough to cause autoimmune disorders  which are chronic in nature in fact  some nucleic acid vaccines are being developed to treat autoimmune diseases,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-bill-gates-the-covid-19-rna-vaccine-will-permanently-alter-our-dna-rna-vaccines-can-also-cause-autoimmunity, Science Feedback, according to bill gates the covid19 rna vaccine will permanently alter our dna rna vaccines can also cause autoimmunity
https://checkyourfact.com/2021/02/09/fact-check-video-nigerian-students-jumping-avoid-coronavirus-vaccines/,UnitedStates,2021-02-10 00:00:00,170,explanation the video appears to show a may 2019 incident involving a tear gas canister at a nigerian school,FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-nigerian-students-jumping-from-the-second-floor-of-a-school-building-to-avoid-receiving-a-school-mandated-covid-19-vaccine, Check Your Fact, the video shows nigerian students jumping from the second floor of a school building to avoid receiving a schoolmandated covid19 vaccine
https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-wrong-greater-testing-driving-coronav/,UnitedStates,2020-06-23 00:00:00,171,explanation if increased testing were the only reason for a surge in new cases  the percentage of positive tests should be dropping or at least remaining about the same that pattern did occur from early april to early june  a period when the availability of testing expanded significantly however  thats no longer the case since early june  the amount of testing being conducted has continued to reach new highs  yet the positivity rate has risen by a full percentage point,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-cases-are-up-only-because-of-our-big-number-testing-in-the-united-states, PolitiFact, covid19 cases are up only because of our big number testing in the united states
https://www.factcheck.org/2020/06/meme-misrepresents-florida-surgeon-generals-position-on-face-masks/,UnitedStates,2020-06-24 00:00:00,172,explanation the surgeon general actually issued an advisory two days earlier saying everyone in florida should wear face coverings in any setting where social distancing is not possible,FALSE,https://www.poynter.org/?ifcn_misinformation=meme-shows-florida-surgeon-general-saying-everyone-should-stop-wearing-masks-as-they-have-now-been-found-to-be-harmful-to-your-health, FactCheck.org, meme shows florida surgeon general saying everyone should stop wearing masks as they have now been found to be harmful to your health
https://www.politifact.com/factchecks/2020/jun/29/viral-image/no-wearing-mask-doesnt-void-concealed-carry-permit/,UnitedStates,2020-06-23 00:00:00,173,explanation no national law prohibits licensed concealedcarry holders from carrying a weapon and wearing a mask some states generally prohibit wearing a mask in public to conceal ones identity but states with those laws have said the laws dont apply to wearing a mask to guard against spreading the coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=if-you-are-licensed-to-carry-a-concealed-weapon-wearing-a-face-covering-for-coronavirus-removes-your-conceal-carry-ability-2, PolitiFact, if you are licensed to carry a concealed weapon wearing a face covering for coronavirus removes your conceal carry ability
https://www.politifact.com/factchecks/2020/jun/23/viral-image/no-aoc-didnt-tweet-about-closing-businesses-until-/,UnitedStates,2020-06-23 00:00:00,174,explanation alexandria ocasiocortez didnt tweet this,FALSE,https://www.poynter.org/?ifcn_misinformation=alexandria-ocasio-cortez-tweeted-its-vital-that-governors-maintain-restrictions-on-businesses-until-after-the-november-elections-because-economic-recovery-will-help-trump-be-re-elec, PolitiFact, alexandria ocasiocortez tweeted its vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be reelected a few business closures or job losses is a small price to pay to be free from his presidency keepusclosed
https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/facebook-post-wrong-about-wearing-mask-carrying-co/,UnitedStates,2020-06-23 00:00:00,175,explanation a viral facebook post said you can be charged with a class h felony for wearing a mask and concealed carrying a north carolina law does prohibit people from covering their faces in public but that law is currently suspended and  even if it werent suspended  experts say it wouldnt affect concealed carry laws,FALSE,https://www.poynter.org/?ifcn_misinformation=in-north-carolina-you-can-be-charged-with-a-class-h-felony-for-wearing-a-mask-and-concealed-carrying, PolitiFact, in north carolina you can be charged with a class h felony for wearing a mask and concealed carrying
https://correctiv.org/faktencheck/2020/08/17/covid-19-blog-verbreitet-falsche-behauptungen-ueber-infektionszahlen-todesfaelle-und-masken-in-den-usa,Germany- UnitedStates,2020-06-19 00:00:00,176,explanation the article puts numbers and statements into false context,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-and-other-authorities-in-the-us-admitted-to-fake-the-covid-numbers, Correctiv, the cdc and other authorities in the us admitted to fake the covid numbers
https://www.politifact.com/factchecks/2020/jun/15/facebook-posts/chuck-norris-felled-tiny-virus-dont-believe-it/,UnitedStates,2020-06-11 00:00:00,177,explanation chuck norris felled by a tiny virus dont believe it actor chuck norris is alive and well despite a hoax circulating on facebook about his death multiple factchecking outlets debunked the claim that norris died of the coronavirus norris has been the subject of celebrity death hoaxes in the past,FALSE,https://www.poynter.org/?ifcn_misinformation=corona-virus-claims-a-black-belt-chuck-norris-dead-at-80, PolitiFact, corona virus claims a black belt chuck norris dead at 80
https://www.politifact.com/factchecks/2020/jun/26/instagram-posts/face-mask-exempt-card-doesnt-exempt-you-wearing-ma/,UnitedStates,2020-06-23 00:00:00,178,explanation the justice department has debunked the claim the freedom to breathe agency isnt a real federal agency the americans with disabilities act  a federal civil rights law that prohibits discrimination based on disability  does not specifically say anything about face masks while its true that businesses are not allowed to ask customers about their disabilities  and there may be some exceptions to the law  governments have broad authority to issue health mandates during a pandemic,FALSE,https://www.poynter.org/?ifcn_misinformation=a-face-mask-exempt-card-allows-you-to-cite-the-ada-and-not-wear-a-mask, PolitiFact, a face mask exempt card allows you to cite the ada and not wear a mask
,,2020-06-23 00:00:00,179,explanation ,,https://www.poynter.org/?ifcn_misinformation=if-you-are-licensed-to-carry-a-concealed-weapon-wearing-a-face-covering-for-coronavirus-removes-your-conceal-carry-ability, , if you are licensed to carry a concealed weapon wearing a face covering for coronavirus removes your conceal carry ability
https://healthfeedback.org/claimreview/covid-19-vaccines-approved-for-emergency-use-prevent-the-disease-and-are-generally-safe-based-on-rigorous-clinical-trials-and-ongoing-monitoring/,UnitedStates,2021-02-09 00:00:00,180,explanation no vaccine can receive emergency use authorization from the us food and drug administration fda unless clinical trials demonstrate that it is safe and can prevent the disease in vaccinated individuals data from phase 3 trials and continued monitoring of vaccinated individuals show that the covid19 vaccines approved by the fda have a high level of efficacy and are generally safe this evidence indicates that the benefits of the covid19 vaccines in preventing the disease largely outweigh potential risks  such as allergic reactions in a small number of people who have previous histories of allergies,FALSE,https://www.poynter.org/?ifcn_misinformation=no-one-can-possibly-know-if-the-covid-19-vaccine-is-safe-and-effective-because-the-trial-is-still-underway, Science Feedback, no one can possibly know if the covid19 vaccine is safe and effective because the trial is still underway
https://demagog.org.pl/fake_news/nie-who-nie-ukrywa-oszustw-poprzez-zmiane-kryteriow-testowania-pcr/,Poland- UnitedStates,2021-02-09 00:00:00,181,explanation the who did not change its criteria for pcr testing this claim is based on information that was only a reminder of previously existing instructions for testing,FALSE,https://www.poynter.org/?ifcn_misinformation=the-who-changed-its-criteria-for-pcr-testing-to-hide-its-own-lies-about-the-pandemic, Demagog, the who changed its criteria for pcr testing to hide its own lies about the pandemic
https://www.politifact.com/factchecks/2020/jun/23/donald-trump/trump-wrongly-claims-biden-wants-prosecute-churchg/,UnitedStates,2020-06-20 00:00:00,182,explanation we found no statements from joe biden or other leading democrats suggesting that they want to prosecute churchgoers  but not people who set churches on fire biden and other democrats have spoken out against the violence and destruction that took place at some black lives matter protests,FALSE,https://www.poynter.org/?ifcn_misinformation=joe-biden-and-the-democrats-want-to-prosecute-americans-for-going-to-church-but-not-for-burning-a-church, PolitiFact, joe biden and the democrats want to prosecute americans for going to church but not for burning a church
https://factcheck.afp.com/disgraced-us-researcher-makes-false-claims-about-vaccine-safety,UnitedStates- Canada,2020-06-22 00:00:00,183,explanation the claims are false vaccine candidates go through three phases of clinical trials  are carefully monitored for adverse effects  and multiple doctors told afp vaccines are safe,FALSE,https://www.poynter.org/?ifcn_misinformation=a-short-portion-of-an-interview-given-by-discredited-researcher-judy-mikovits-in-which-she-claims-that-a-vaccine-for-covid-19-will-be-deadly-warns-against-immunization-and-advocates-for-a-five-year, AFP, a short portion of an interview given by discredited researcher judy mikovits in which she claims that a vaccine for covid19 will be deadly warns against immunization and advocates for a fiveyear moratorium to test all vaccines has been watched tens of thousands of times on youtube and facebook
https://www.factcheck.org/2020/06/fake-aoc-tweet-politicizes-covid-19-business-restrictions/,UnitedStates,2020-06-23 00:00:00,184,explanation there is no evidence ocasiocortez sent the bogus message on twitter,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-rep-alexandria-ocasio-cortez-tweeted-that-u-s-governors-should-extend-covid-19-restrictions-on-businesses-until-after-the-november-elections, FactCheck.org, claim that rep alexandria ocasiocortez tweeted that us governors should extend covid19 restrictions on businesses until after the november elections
https://healthfeedback.org/claimreview/osha-recommends-the-use-of-cloth-face-coverings-at-the-workplace-contrary-to-claim-by-peggy-hall/,UnitedStates,2020-06-19 00:00:00,185,explanation the us occupational safety and health administration osha encourages workers to use face masks or cloth face coverings at work  in accordance with recommendations by the us centers for disease control and prevention for reducing community transmission of covid19 at the moment  the use of face masks or coverings are not mandated by osha  but left to the employers discretion cloth face coverings are generally safe to use and do not lead to oxygen deficiency  since gas molecules like oxygen and carbon dioxide are much smaller than the pores in fabric and pass through the covering easily by blocking much larger respiratory droplets  which carry the virus  face masks and coverings help to protect others in the community and limit covid19 spread,FALSE,https://www.poynter.org/?ifcn_misinformation=the-u-s-occupational-safety-and-health-administration-osha-says-masks-dont-work-and-violate-osha-oxygen-levels, Science Feedback, the us occupational safety and health administration osha says masks dont work and violate osha oxygen levels
https://healthfeedback.org/claimreview/article-claiming-that-masks-contribute-to-cancer-development-misrepresents-a-study-about-lung-cancer-which-didnt-involve-masks-at-all/,UnitedStates,2021-02-08 00:00:00,186,explanation face masks help reduce the spread of covid19 they are safe to wear for most people  although the us centers for disease control and prevention dont recommend wearing masks for children younger than two years old and those who have trouble breathing the claim that wearing a mask contributes to cancer development is unsupported by scientific evidence,FALSE,https://www.poynter.org/?ifcn_misinformation=a-study-found-that-long-term-mask-use-may-contribute-to-advanced-stage-lung-cancer, Science Feedback, a study found that longterm mask use may contribute to advanced stage lung cancer
https://demagog.org.pl/fake_news/noszenie-maseczek-nie-przyczynia-sie-do-zachorowan-na-nowotwory-pluc/,Poland- UnitedStates,2021-02-08 00:00:00,187,explanation this claim is based on research unrelated to mask wearing the is no evidence for the claim,FALSE,https://www.poynter.org/?ifcn_misinformation=wearing-mask-can-cause-lung-cancer, Demagog, wearing mask can cause lung cancer
https://politica.estadao.com.br/blogs/estadao-verifica/jogador-de-beisebol-dos-eua-hank-aaron-morreu-de-causas-naturais-e-nao-por-conta-da-vacina/,Brazil- UnitedStates,2021-02-03 00:00:00,188,explanation aaron died of natural causes,FALSE,https://www.poynter.org/?ifcn_misinformation=baseball-player-hank-aaron-died-after-receiveing-covid-19-vaccine, Estadão Verifica, baseball player hank aaron died after receiveing covid19 vaccine
https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/,UnitedStates,2021-02-01 00:00:00,189,explanation robert oswald debunked the post on his cornell faculty page and covid19 is not a hoax,FALSE,https://www.poynter.org/?ifcn_misinformation=cornell-university-professor-robert-oswald-said-covid-19-was-imaginary-and-fictitious, PolitiFact, cornell university professor robert oswald said covid19 was imaginary and fictitious
https://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,UnitedStates,2021-02-04 00:00:00,190,explanation the video dates back to at least 2018,FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-shows-thailands-health-minister-crying-while-receiving-a-covid-19-vaccine-injection, Check Your Fact, the video shows thailands health minister crying while receiving a covid19 vaccine injection
https://www.politifact.com/factchecks/2020/dec/18/facebook-posts/no-new-coronavirus-vaccines-are-not-more-dangerous/,UnitedStates,2021-02-01 00:00:00,191,explanation the ingredient list for the vaccines does not include any of the toxic contents listed in the post,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-vaccines-contain-toxic-ingredients-and-are-more-dangerous-than-getting-covid-19, PolitiFact, the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting covid19
https://www.factcheck.org/2021/02/scicheck-headlines-distort-the-facts-on-cdc-mask-order/,UnitedStates,2021-02-01 00:00:00,192,explanation cdc guidance says masks should have two layers,FALSE,https://www.poynter.org/?ifcn_misinformation=centers-for-disease-control-and-prevention-now-mandates-that-everyone-wear-two-face-masks, FactCheck.org, centers for disease control and prevention now mandates that everyone wear two face masks
https://healthfeedback.org/claimreview/the-lethality-of-covid-19-is-much-higher-than-the-flu-the-biden-press-corps-didnt-say-covid-19-was-a-hoax/,UnitedStates,2021-02-01 00:00:00,193,explanation the infection fatality rate ifr measures how many infected people die from a disease the majority of scientific papers report an ifr of 068 for covid19  meaning that 68 people will die from covid19 out of 10 000 people who are infected the covid19 fatality rate is noticeably higher than that of the flu  which has an ifr of 01 in the us,FALSE,https://www.poynter.org/?ifcn_misinformation=bidens-press-corps-admitted-covid-19-was-a-hoax-the-case-fatality-rate-of-covid-19-is-0-1-to-0-3-which-is-the-same-exact-case-fatality-rate-as-the-regular-seasonal-flu, Science Feedback, bidens press corps admitted covid19 was a hoax the case fatality rate of covid19 is 01 to 03 which is the same exact case fatality rate as the regular seasonal flu
https://www.factcheck.org/2020/06/facebook-post-repeats-flawed-claim-on-wuhan-lab-funding/,UnitedStates,2020-06-11 00:00:00,194,explanation the money referenced was actually provided to a us research group only 600 000 went to the lab as part of a usapproved collaboration,FALSE,https://www.poynter.org/?ifcn_misinformation=the-biological-lab-in-wuhan-where-the-covid-19-virus-was-created-was-funded-by-president-barak-hussein-obama-in-2015-to-the-tune-of-3800000-american-dollars, FactCheck.org, the biological lab in wuhan where the covid19 virus was created was funded by president barak hussein obama in 2015 to the tune of 3800000 american dollars
https://www.politifact.com/factchecks/2020/jun/12/facebook-posts/masks-covid-19-are-effective-six-part-facebook-tak/,UnitedStates,2020-06-08 00:00:00,195,explanation studies show masks can curb spread of the novel coronavirus experts say the face coverings do not cause health problems,FALSE,https://www.poynter.org/?ifcn_misinformation=wearing-masks-for-the-coronavirus-decreases-oxygen-intake-increases-toxin-inhalation-shuts-down-immune-system-increases-virus-risk-scientifically-inaccurate-effectiveness-not-studied, PolitiFact, wearing masks for the coronavirus decreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not studied
https://misbar.com/factcheck/2020/07/10/%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%84%D9%85-%D9%8A%D8%B7%D8%A7%D9%84%D8%A8-%D8%A8%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D9%85%D8%B9-%D9%83%D8%A7%D9%84%D9%8A%D9%81%D9%88%D8%B1%D9%86%D9%8A%D8%A7-%D8%A8%D8%B3%D8%A8%D8%A8-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7,UnitedStates,2020-07-10 00:00:00,196,explanation this is a fake tweet misbar combed through president trumps twitter feed as well as a database of deleted tweets  and could not find where he supposedly made this statement,FALSE,https://www.poynter.org/?ifcn_misinformation=the-us-president-praises-south-dakotas-confrontation-with-coronavirus-and-tells-them-in-a-tweet-that-they-do-not-need-masks-but-rather-that-they-close-the-borders-with-california, Misbar, the us president praises south dakotas confrontation with coronavirus and tells them in a tweet that they do not need masks but rather that they close the borders with california
https://efectococuyo.com/cocuyo-chequea/fundacion-gates-vacunas-fallidas-miguel-bose/,Venezuela- Spain- India- UnitedStates,2020-06-11 00:00:00,197,explanation gates foundation still works in india bosé based in a ig publication of a critiziced study from 10 years ago,FALSE,https://www.poynter.org/?ifcn_misinformation=spanish-singer-miguel-bose-accused-gates-foundation-to-be-expelled-from-india-for-their-vaccines, Efecto Cocuyo, spanish singer miguel bosé accused gates foundation to be expelled from india for their vaccines
https://healthfeedback.org/claimreview/people-who-do-not-show-covid-19-symptoms-can-and-do-transmit-it-to-others-physical-distancing-and-face-masks-effectively-reduce-the-risk-of-transmission/,UnitedStates,2020-06-08 00:00:00,198,explanation the who uses the scientific definition of asymptomatic  which refers to people who never develop covid19 symptoms during infection with sarscov2 it is inaccurate to refer to all people who are not showing symptoms as asymptomatic  because presymptomatic people also appear healthy initially yet can still transmit the virus to others while showing no symptoms as such  practicing physical distancing and using face masks or face coverings remain necessary for breaking the chain of transmission,FALSE,https://www.poynter.org/?ifcn_misinformation=the-who-stated-that-asymptomatic-spread-of-covid-19-is-very-rare-therefore-physical-distancing-and-face-masks-are-not-necessary, Science Feedback, the who stated that asymptomatic spread of covid19 is very rare therefore physical distancing and face masks are not necessary
https://factcheck.afp.com/posts-falsely-claim-coronavirus-testing-excuse-implant-gates-funded-microchips,UnitedStates,2020-06-07 00:00:00,199,explanation this is false the pandemic is real  the foundation denied the claim  and experts say there is a medical reason for the way swabs are used when testing for the disease,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-posts-shared-thousands-of-times-claim-the-coronavirus-pandemic-is-a-cover-for-a-gates-foundation-funded-effort-to-implant-microchips-when-patients-noses-or-throats-are-swabbed-during, AFP, facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a gates foundationfunded effort to implant microchips when patients noses or throats are swabbed during covid19 testing
https://www.factcheck.org/2020/06/colorado-vaccine-bill-includes-nonmedical-exemptions-for-children/,UnitedStates,2020-06-08 00:00:00,200,explanation the bill adds new requirements to opt out of vaccinations  but does offer medical and nonmedical exemptions for religious or personal beliefs,FALSE,https://www.poynter.org/?ifcn_misinformation=a-colorado-bill-is-removing-exemptions-for-parents-who-dont-want-to-vaccinate-their-children-in-order-to-attend-school, FactCheck.org, a colorado bill is removing exemptions for parents who dont want to vaccinate their children in order to attend school
https://healthfeedback.org/claimreview/article-inaccurately-claims-that-coronavirus-vaccine-by-oxford-researchers-caused-animal-test-subjects-to-develop-covid-19/,UnitedStates,2020-06-04 00:00:00,201,explanation vaccinated animals did not develop an infection because of the vaccine  contrary to the claim preliminary results from smallscale animal studies suggest that the covid19 vaccine developed by oxford researchers may protect against viral pneumonia however  researchers did find viral genetic material in nasal passages of vaccinated monkeys therefore  some scientists have cautioned that the vaccine may provide only partial protection against disease and may not prevent virus shedding and its spread to unvaccinated individuals bill gates is not the developer  producer or sole funder of the vaccine financial backing for the production of the oxford vaccine has come from several sources including the uk government it is inaccurate and misleading to attribute the vaccine to bill gates alone,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-coronavirus-vaccine-developed-by-oxford-researchers-caused-all-test-subjects-to-get-coronavirus, Science Feedback, bill gates coronavirus vaccine developed by oxford researchers caused all test subjects to get coronavirus
https://www.politifact.com/factchecks/2020/jun/05/viral-image/no-photo-doesnt-prove-coronavirus-hoax/,UnitedStates,2020-06-03 00:00:00,202,explanation no  this photo doesnt prove coronavirus is a hoax the photo shows a symbolic funeral procession to protest the reopening of businesses in miami,FALSE,https://www.poynter.org/?ifcn_misinformation=shes-just-casually-carrying-a-body-with-1-hand-sure-more-evidence-of-coronavirus-being-a-complete-hoax-with-props-street-theater, PolitiFact, shes just casually carrying a body with 1 hand sure more evidence of coronavirus being a complete hoax with props  street theater
https://www.politifact.com/factchecks/2020/jun/15/facebook-posts/claim-n95-masks-cant-stop-covid-19-particles-due-s/,UnitedStates,2020-06-04 00:00:00,203,explanation this attempt to discredit a fundamental piece of protective gear used and studied around the globe fails to account for several fundamental scientific principles the covid19 particle is small  but it always exists bonded to larger particles of water  protein  mucus and other materials expelled by breathing  coughing  etc these are all well above the 03 micron size of the n95 filter the n95 filter also filters particles smaller than 03 microns very efficiently because particles under that size have a high amount of erratic movement and are electrostatically drawn to the mask fibers,FALSE,https://www.poynter.org/?ifcn_misinformation=n95-masks-block-few-if-any-covid-19-particles-due-to-their-size, PolitiFact, n95 masks block few if any covid19 particles due to their size
https://colombiacheck.com/chequeos/bill-gates-no-dijo-que-miles-de-personas-moriran-con-la-vacuna-contra-covid-19,Colombia- UnitedStates,2020-05-27 00:00:00,204,explanation the creator of microsoft did talk about a possible vaccine  but did not mention deaths  but instead discussed its possible side effects and the difficulties in massifying it,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-thousands-of-people-will-die-with-the-covid-19-vaccine, Colombiacheck, bill gates said thousands of people will die with the covid19 vaccine
https://www.washingtonpost.com/politics/2020/06/25/trump-keeps-saying-obama-left-him-no-ventilators-number-is-16660/,UnitedStates,2020-06-18 00:00:00,205,explanation there were 16 660 ventilators available in the strategic national stockpile,FALSE,https://www.poynter.org/?ifcn_misinformation=president-trumps-claim-that-he-inherited-no-ventilators-from-the-obama-administration, Washington Post Fact-Checker, president trumps claim that he inherited no ventilators from the obama administration
https://www.politifact.com/factchecks/2020/jun/16/facebook-posts/offer-free-horses-2011-not-tied-covid-19/,UnitedStates,2020-06-14 00:00:00,206,explanation this is an outdated and misleadingly edited facebook post that originated in 2011 after a longtime horse breeder died in ohio,FALSE,https://www.poynter.org/?ifcn_misinformation=free-horses-52-thoroughbred-horses-need-homes-will-go-to-sugarcreek-this-sat-for-slaughter-gentleman-died-due-to-covid-19-and-his-son-wants-nothing-to-do-with-them, PolitiFact, free horses 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid19 and his son wants nothing to do with them
https://www.politifact.com/factchecks/2020/jun/24/facebook-posts/yes-gov-newsom-has-authority-make-masks-mandatory-/,UnitedStates,2020-06-18 00:00:00,207,explanation gov newsom has broad authority under the california emergency services act to issue health mandates during a pandemic two constitutional law experts said newsom does  indeed  have the power to make face coverings mandatory under that act they said unless face coverings are shown to be ineffective  newsoms requirement should hold up against legal challenges top public health officials and recent studies say wearing a face covering is an effective measure for reducing the spread of covid19 when people gather,FALSE,https://www.poynter.org/?ifcn_misinformation=gov-gavin-newsom-has-no-legal-authority-to-make-wearing-face-coverings-mandatory-in-california, PolitiFact, gov gavin newsom has no legal authority to make wearing face coverings mandatory in california
https://www.politifact.com/factchecks/2020/jun/25/facebook-posts/no-osha-does-not-say-masks-dont-work-against-covid/,UnitedStates,2020-06-18 00:00:00,208,explanation no  osha does not say that masks dont work against covid19 osha recommends that masks be worn to help slow the spread of covid19 masks arent a cure to prevent spread of covid19  experts say but they are an effective tool in slowing transmission,FALSE,https://www.poynter.org/?ifcn_misinformation=osha-says-masks-dont-work-to-reduce-covid-19-transmission-and-violate-osha-oxygen-levels, PolitiFact, osha says masks dont work to reduce covid19 transmission and violate osha oxygen levels
https://healthfeedback.org/claimreview/no-bill-gates-is-not-funding-covid-19-vaccines-as-a-way-to-conduct-global-surveillance-or-to-depopulate-the-world/,UnitedStates,2020-06-16 00:00:00,209,explanation the bill and melinda gates foundation has committed millions to the improvement of health outcomes in developing countries through vaccination campaigns  becoming a prominent target of the antivaccine groups during the last decade  the foundation has also been involved in the development of healthrelated technology which  along with its active support of the research of covid19 treatments and vaccines during the outbreak  has led to the growth of conspiracy theories worldwide the claim that gates wants to use covid19 vaccines to track the population is unsupported the vaccines used in the initiatives funded by the gates foundation in africa and asia were approved and safe,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-who-has-led-harmful-vaccination-campaigns-in-developing-countries-now-plans-to-use-covid-19-vaccines-to-surveil-the-population, Science Feedback, bill gates who has led harmful vaccination campaigns in developing countries now plans to use covid19 vaccines to surveil the population
https://www.politifact.com/factchecks/2020/jun/17/donald-trump/trumps-take-covid-testing-gives-short-shrift-publi/,UnitedStates,2020-06-15 00:00:00,210,explanation the swelling pandemic requires a more aggressive response than the white house has so far outlined halting testing wouldnt eliminate covid19 cases it would conceal them and could fuel an even greater crisis,FALSE,https://www.poynter.org/?ifcn_misinformation=if-we-stopped-testing-right-now-wed-have-very-few-cases-if-any, PolitiFact, if we stopped testing right now wed have very few cases if any
https://www.politifact.com/factchecks/2020/jun/16/facebook-posts/conspiracy-claim-linking-covid-19-reports-number-3/,UnitedStates,2020-06-15 00:00:00,211,explanation the volume of media coverage and the number of local and regional government units around the world provide ample opportunities for cases or deaths to sum to any number you can find this connection for any low threedigit number a google news search shows 322 isnt even a particularly common tally,FALSE,https://www.poynter.org/?ifcn_misinformation=news-stories-referencing-the-number-322-and-covid-19-are-proof-cases-tolls-are-being-synchronized, PolitiFact, news stories referencing the number 322 and covid19 are proof cases tolls are being synchronized
https://www.politifact.com/factchecks/2020/jun/16/mike-pence/has-oklahoma-flattened-curve-mike-pence-said/,UnitedStates,2020-06-15 00:00:00,212,explanation oklahomas daily caseload has risen consistently in june  and to levels higher than at any point in the pandemic,FALSE,https://www.poynter.org/?ifcn_misinformation=in-a-very-real-sense-oklahoma-has-flattened-the-curve-the-number-of-cases-in-oklahoma-its-declined-precipitously, PolitiFact, in a very real sense oklahoma has flattened the curve  the number of cases in oklahoma  its declined precipitously
https://www.politifact.com/factchecks/2020/jun/16/viral-image/floyds-death-wasnt-filmed-pandemic/,UnitedStates,2020-06-14 00:00:00,213,explanation george floyds death wasnt staged  and it wasnt filmed before the coronavirus pandemic he died on may 25 after a police officer pressed his knee against floyds neck for nearly 9 minutes officers and bystanders can be seen wearing masks in video footage taken before floyds death,FALSE,https://www.poynter.org/?ifcn_misinformation=george-floyds-murder-filmed-before-covid-19, PolitiFact, george floyds murder filmed before covid19
https://healthfeedback.org/claimreview/health-authorities-encourage-the-general-public-to-wear-face-masks-to-reduce-covid-19-transmission/,UnitedStates,2020-06-14 00:00:00,214,explanation health authorities like the world health organization and the us centers for disease control and prevention now recommend that the public use face masks in shared spaces  like public transportation and grocery stores this change in guidance occurred after several studies found that infected individuals can transmit covid19 even when not showing symptoms contrary to many viral claims  face masks do not cause oxygen deficiency or a toxic buildup of carbon dioxide it is important to remember that cloth face masks  surgical masks  and even n95 respirators do not provide 100 protection from the novel coronavirus and therefore must be combined with other transmission control measures such as physical distancing and good hand hygiene,FALSE,https://www.poynter.org/?ifcn_misinformation=health-authorities-like-the-world-health-organization-and-the-u-s-centers-for-disease-control-and-prevention-discourage-people-from-wearing-face-masks, Science Feedback, health authorities like the world health organization and the us centers for disease control and prevention discourage people from wearing face masks
https://www.politifact.com/factchecks/2021/feb/01/ryan-fournier/biden-administration-didnt-lose-20-million-covid-1/,UnitedStates,2021-01-31 00:00:00,215,explanation the biden administration didnt lose those doses the trump administration set up the distribution infrastructure under which these vaccines went missing  the article that fournier linked to as evidence has been corrected to include this information,FALSE,https://www.poynter.org/?ifcn_misinformation=the-biden-administration-lost-20-million-covid-vaccines, PolitiFact, the biden administration lost 20 million covid vaccines
https://factcheck.afp.com/hall-famer-hank-aarons-death-unrelated-covid-19-vaccination,UnitedStates,2021-01-27 00:00:00,216,explanation but the vaccines have been tested for safety  and a medical examiner as well as morehouse school of medicine  where aaron was vaccinated  said his death was unrelated to the immunization,FALSE,https://www.poynter.org/?ifcn_misinformation=atlanta-baseball-legend-hank-aarons-death-linked-to-his-moderna-covid-19-vaccination, AFP, atlanta baseball legend hank aarons death linked to his moderna covid19 vaccination
