,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title
1650,Fact Check: This is not a Wuhan lab that Obama was visiting,"Barack Obama, Melinda Gates and US infectious diseases expert Anthony Fauci were seen at a Wuhan lab in China in 2015.",2020-12-06T00:00:00Z,2020-12-09T00:00:00Z,Social media users,India Today,https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-a-wuhan-lab-that-obama-was-visiting-1748138-2020-12-09,Mostly false,0,obama dr fauci visited wuhan lab in 2015
1651,"FactCheck: No, this photo does not show Obama visiting a Wuhan ...",Obama visited a Wuhan lab in 2015 to give millions to a 'bat project',2020-07-11T00:00:00Z,2020-07-24T00:00:00Z,Ginny McGonigle,TheJournal.ie,https://www.thejournal.ie/did-obama-fauci-gates-visit-wuhan-lab-2015-5156611-Jul2020/,False,0,obama dr fauci visited wuhan lab in 2015
1652,"No, Image Doesn't Show Obama, Dr Fauci Visiting Wuhan Lab in 2015",Barack Obama visited Wuhan laboratory in 2015 along with Dr Fauci and Melinda Gates,2020-07-22T15:05:52Z,2020-07-22T15:05:52Z,"Facebook,Twitter",The Quint,https://www.thequint.com/news/webqoof/no-image-does-not-show-obama-dr-fauci-visiting-wuhan-lab-in-2015-fact-check,False,0,obama dr fauci visited wuhan lab in 2015
1653,"Fact Check: Did Barack Obama, Dr Anthony Fauci & Melinda Gates ...","Barack Obama, Dr Anthony Fauci and Melinda Gates visited a lab in Wuhan, China in 2015.",2020-07-20T11:36:57Z,2020-07-20T11:36:57Z,Social Media posts,The Logical Indian,https://thelogicalindian.com/fact-check/barack-obama-dr-anthony-fauci-melinda-gates-lab-wuhan-china-bat-22431,False,0,obama dr fauci visited wuhan lab in 2015
1654,"No, this photo doesn't show Fauci and Obama in Wuhan","Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",2020-07-14T00:00:00Z,,Viral image,PolitiFact,https://www.politifact.com/factchecks/2020/jul/16/viral-image/no-photo-doesnt-show-fauci-and-obama-wuhan/,Pants on Fire,0,obama dr fauci visited wuhan lab in 2015
1655,,"Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan",2020-07-14T00:00:00Z,2020-07-17T23:45:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-shows-obama-and-fauci-visiting-lab-us-not-china,False,0,obama dr fauci visited wuhan lab in 2015
1656,"Did Dr. Fauci, Melinda Gates, and Barack Obama Visit a Wuhan Lab ...","Dr. Fauci, Barack Obama, and Melinda Gates traveled to a lab in Wuhan in 2015",2020-07-15T00:00:00Z,2020-07-15T00:00:00Z,Ted Nugent,The Dispatch Fact Check,https://factcheck.thedispatch.com/p/did-dr-fauci-melinda-gates-and-barack,False,0,obama dr fauci visited wuhan lab in 2015
1657,"Is This Obama, Fauci, and Gates at a Wuhan Lab in 2015?","A photograph shows President Obama, Dr. Anthony Fauci, and Melinda Gates at a laboratory in Wuhan, China, in 2015.",,2020-07-13T14:46:00Z,,Snopes.com,https://www.snopes.com/fact-check/obama-fauci-gates-wuhan-lab/,Miscaptioned,0,obama dr fauci visited wuhan lab in 2015
1658,"Fact Check: Obama, Dr Fauci did not visit Wuhan lab in 2015","Obama, Dr Fauci visit Wuhan lab in 2015",2020-07-18T14:30:24Z,2020-07-18T14:30:24Z,Social Media Users,Newsmeter,https://newsmeter.in/fact-check-obama-and-dr-fauci-did-not-visit-wuhan-lab-in-2015/,False,1,obama dr fauci visited wuhan lab in 2015
1659,PCR inventor – who died in 2019 – did not say his test won't work for ...,A video claims the inventor of the PCR test said the tests do not work in detecting COVID-19.,2020-07-17T00:00:00Z,2020-07-22T00:00:00Z,,Australian Associated Press,https://www.aap.com.au/pcr-inventor-who-died-in-2019-did-not-say-his-test-wont-work-for-covid-19-infections/,False - The primary claims of the content are factually inaccurate.,1,a facebook video claims the pcr test inventor said the tests do not effectively diagnose covid19
1660,,This photo shows throat infected with novel coronavirus,2020-04-12T00:00:00Z,2020-04-20T18:55:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-does-not-show-throat-infected-novel-coronavirus,False,0,a picture of the coronavirusinfected patients throat
1661,Quick Fact Check: Fake post claiming to be a picture of the ...,A picture of the coronavirus-infected patient's throat,2020-07-17T13:28:57Z,2020-07-17T13:28:57Z,FB User: Lucia Duduzile Vilakazi Binda,,https://www.vishvasnews.com/english/world/quick-fact-check-fake-post-claiming-to-be-a-picture-of-the-coronavirus-infected-patients-throat-resurfaces/,False,1,a picture of the coronavirusinfected patients throat
1662,,COVID-19 swab tests compromise blood-brain barrier,2020-07-07T00:00:00Z,2020-07-13T04:45:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/health-experts-say-covid-19-swab-tests-are-safe-and-do-not-damage-blood-brain-barrier,Misleading,0,pcr tests damage hemato encephalic barrier
1663,Unrelated Images Shared as Current Situation of Bihar's COVID Ward,Images of flooded COVID hospitals in Bihar,2020-07-23T14:59:14Z,2020-07-23T14:59:14Z,"Twitter,Facebook",The Quint,https://www.thequint.com/news/webqoof/unrelated-images-shared-as-current-situation-of-bihar-covid-ward-fact-check,False,0,covid19 hospital flooded in bihar
1664,Fact Check: Distressing image of waterlogged hospital goes viral ...,Picture from Bihar shows a waterlogged hospital ward filled with patients. This is the condition of hospitals treating coronavirus patients in the state.,2020-07-15T00:00:00Z,2020-07-16T00:00:00Z,Social media users,India Today,https://www.indiatoday.in/fact-check/story/fact-check-distressing-image-of-waterlogged-hospital-goes-viral-with-misleading-claim-1701316-2020-07-16,Half true,0,covid19 hospital flooded in bihar
1665,Unrelated Photos Shared As COVID-19 Hospitals Flooded In Bihar,Photos show flooded hospital wards in Bihar,2020-07-17T12:24:40Z,2020-07-17T12:24:40Z,Social Media posts,BOOM Live,https://www.boomlive.in/fake-news/unrelated-photos-shared-as-covid-19-hospitals-flooded-in-bihar-8922,False,0,covid19 hospital flooded in bihar
1666,,"5G millimeter waves could be absorbed by dermatologic cells acting like antennas, transferred to other cells and play the main role in producing Coronaviruses in biological cells.",,2020-08-04T00:00:00Z,,Full Fact,https://fullfact.org/online/5g-skin-cells-paper/,"There is no evidence that this is the case, and lots of evidence that it isn’t. The journal that published the paper that claims this has now removed it from their website.",0,5g technology creates coronavirus in human cells
1667,Fact-checking a conspiracy theory about 5G and the coronavirus,Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,2020-03-28T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/fact-checking-conspiracy-theory-about-5g-and-coron/,Mostly False,0,5g technology creates coronavirus in human cells
1668,"No, 5G Network Cannot Create Coronavirus Within Human Cells",5G technology creates coronavirus in human cells.,2020-08-11T10:20:23Z,2020-08-11T10:20:23Z,"Posts on Facebook and Instagram, Alternative News Network, NaturalHealth365",BOOM Live,https://www.boomlive.in/world/no-5g-network-cannot-create-coronavirus-within-human-cells-9255,False,0,5g technology creates coronavirus in human cells
1669,Claim that cow-caused methane doesn't raise emissions is just hot air,A post claims that methane emitted by cattle is absorbed by plants in a natural cycle that does not increase greenhouse gas emissions.,2020-07-16T00:00:00Z,2020-07-29T00:00:00Z,,Australian Associated Press,https://www.aap.com.au/claim-that-cow-caused-methane-doesnt-raise-emissions-is-just-hot-air/,False - The primary claims of the content are factually incorrect.,1,a facebook post claims that methane produced by cows doesnt increase greenhouse gas emissions because the methane is part of a cycle in which it is absorbed back into plants which are then eaten by the cows
1670,"No, WHO Did Not Do A U-Turn On Masks, Social Distancing - BOOM",WHO has made a u-turn on its policy of advising people to wear masks and maintain social distancing.,2020-07-17T14:16:59Z,2020-07-17T14:16:59Z,Social media posts,BOOM Live,https://www.boomlive.in/fake-news/no-who-did-not-do-a-u-turn-on-masks-social-distancing-8929,False,1,who has done a u turn with regards to masks and social distancing
1671,Analysis | DeVos's claim that children are 'stoppers' of covid-19,"“They do say that [children] don’t transmit very easily, and a lot of people are saying they don’t transmit. They don’t bring it home with them. They don’t catch it easily; they don’t bring it home easily.”",2020-07-22T00:00:00Z,2020-07-23T15:00:02Z,Donald Trump,The Washington Post,https://www.washingtonpost.com/politics/2020/07/23/devoss-claim-that-children-are-stoppers-covid-19/,Four Pinocchios,1,us education secretary betsy devos said children are stoppers of coronavirus
1672,Analysis | DeVos's claim that children are 'stoppers' of covid-19,"“More and more studies show that kids are actually stoppers of the disease and they don’t get it and transmit it themselves, so we should be in a posture of — the default should be getting back to school kids in person, in the classroom.”",2020-07-16T00:00:00Z,2020-07-23T15:00:02Z,Betsy DeVos,The Washington Post,https://www.washingtonpost.com/politics/2020/07/23/devoss-claim-that-children-are-stoppers-covid-19/,Four Pinocchios,1,us education secretary betsy devos said children are stoppers of coronavirus
1673,,Italy disobeyed world health law from the WHO saying not to carry out autopsies on Covid-19 patients.,,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,The WHO never said autopsies couldn’t take place.,0,the coronavirus is an amplified bacterium and is related to 5g
1674,,Italy has found that Covid-19 is actually disseminated intravascular coagulation (thrombosis).,,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,This disease has been observed in Covid-19 patients but it’s not correct that patients have that and not Covid-19.,0,the coronavirus is an amplified bacterium and is related to 5g
1675,,"Covid-19 clots the blood causing thrombosis, stopping blood flow and oxygenating the heart and lungs.",,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,"Severe Covid-19 can cause blood clotting problems and issues like this have been seen in Covid-19 patients, but this is not the only thing that can be fatal in patients.",0,the coronavirus is an amplified bacterium and is related to 5g
1676,,Italy has become the first country in the world to conduct a post-mortem on a Covid-19 patient.,,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,Incorrect. China performed autopsies on Covid-19 patients before Italy had its first Covid-19 death.,0,the coronavirus is an amplified bacterium and is related to 5g
1677,,"In a day, Italy sent home more than 14,000 patients after treating them with Aspirin and Apronax.",,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,"The Italian Medicines Agency doesn’t mention aspirin or apronax in its list drugs used to treat Covid-19 outside of clinical trials. And there’s no record of a day when 14,000 people were sent home from hospital in Italy.",0,the coronavirus is an amplified bacterium and is related to 5g
1678,,"Covid-19 is not a virus, but a bacterium being amplified by 5G which causes inflammation and hypoxia.",,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,Covid-19 patients can get secondary infections from bacteria. Hypoxia and types of inflammation can be symptoms of Covid-19. There’s no proof Covid-19 is in any way related to 5G.,0,the coronavirus is an amplified bacterium and is related to 5g
1679,,There is an order to incinerate or immediately bury Covid-19 bodies without autopsy.,,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,There is no such order.,0,the coronavirus is an amplified bacterium and is related to 5g
1680,,"The way to cure this is antibiotics, anti-inflammatories and anticoagulants.",,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,"Antibiotics do not directly treat Covid-19, which is caused by a virus. The anti-inflammatory ibuprofen is being trialled for use against Covid-19 and an anticoagulant has been used in some Covid-19 cases. Aspirin is not a specific cure.",0,the coronavirus is an amplified bacterium and is related to 5g
1681,,"Italy has concluded Covid-19 is not a virus, and people are actually dying of amplified global 5G electromagnetic radiation poisoning.",,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,"Incorrect. Covid-19 is caused by a virus, called SARS-CoV-2, not 5G.",0,the coronavirus is an amplified bacterium and is related to 5g
1682,,People with Covid-19 should take aspirin 100mg and Apronax or paracetamol.,,2020-06-26T00:00:00Z,,Full Fact,https://fullfact.org/online/italy-covid-5g/,"Trials into both of these drugs’ effectiveness in treating Covid-19 are ongoing, but haven’t concluded yet. Paracetamol can ease symptoms but isn’t a specific treatment.",0,the coronavirus is an amplified bacterium and is related to 5g
1683,Social Media Posts Spread False Claim About Fauci's Wife,“Dr Fauci is married to Ghislaine Maxwell’s sister.”,2020-07-06T00:00:00Z,,Facebook posts,FactCheck.org,https://www.factcheck.org/2020/07/social-media-posts-spread-false-claim-about-faucis-wife/,False,0,anthony fauci is married to the sister of ghislaine maxwell who was arrested in the us on charges of human trafficking
1684,,Anthony Fauci is married to Ghislaine Maxwell's sister,2020-07-05T00:00:00Z,2020-07-09T18:37:00Z,QAnon,AFP Fact Check,https://factcheck.afp.com/anthony-fauci-not-married-ghislaine-maxwells-sister,False,0,anthony fauci is married to the sister of ghislaine maxwell who was arrested in the us on charges of human trafficking
1685,Video Misrepresents the Science Behind Face Masks,A viral video says that scientific studies support the claim that face masks don't mitigate the transmission of COVID-19.,2020-07-15T00:00:00Z,,Ben Swann,FactCheck.org,https://www.factcheck.org/2020/07/video-misrepresents-the-science-behind-face-masks/,Distorts the Facts,1,video says face masks are ineffective in mitigating transmission of covid19 and are harmful to the wearer
1686,Fact Check: WhatsApp Forward Says Pondicherry University ...,"A student from Pondicherry University has found a cure for COVID-19, which includes black pepper, ginger, honey.",2020-07-14T12:44:53Z,2020-07-14T12:44:53Z,WhatsApp Forwards,The Logical Indian,https://thelogicalindian.com/fact-check/pondicherry-university-covid-19-black-pepper-ginger-honey-22303,False,0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1687,FALSE: WHO approves COVID-19 cure that can end virus 100%,"The World Health Organization (WHO) has approved a cure for COVID-19 that can 100% end the virus: a concoction of pepper powder, honey, and ginger juice taken for 5 consecutive days.",,2021-05-26T10:20:35Z,,Rappler,https://www.rappler.com/newsbreak/fact-check/world-health-organization-approves-covid-19-cure-end-virus,False,0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1688,"WHO Hasn't Approved Cure for COVID Involving Pepper, Honey ...",WHO has approved a cure for coronavirus involving black pepper and ginger juice and honey,2020-07-14T09:37:05Z,2020-07-14T09:37:05Z,Facebook,The Quint,https://www.thequint.com/news/webqoof/black-pepper-honey-and-ginger-juice-cures-covid-19-fact-check,False,0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1689,,"Honey, pepper and ginger can ‘100%’ eliminate the effect of Covid-19 and has been approved by the WHO.",2020-10-03T00:00:00Z,2021-05-12T00:00:00Z,Facebook user,Full Fact,https://fullfact.org/health/honey-ginger-pepper-WHO/,"This treatment for Covid-19 has not been approved by the WHO. The WHO says that although some spices may be beneficial for health, there is no evidence that this particular mix can protect from Covid-19 infection.",0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1690,,The World Health Organization (WHO) has approved Indian student's home remedy for COVID-19: drinking ginger juice with black pepper and honey,2020-06-30T00:00:00Z,2020-07-28T04:25:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/hoax-circulates-who-has-approved-indian-students-ginger-juice-covid-19-remedy,False,0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1691,ALSO READ: Age-Old Home Remedy Peddled As COVID-19 Cure ...,"Pondicherry University student found black pepper, ginger, honey cure for COVID-19",2020-07-13T13:41:05Z,2020-07-13T13:41:05Z,"WhatsApp, social media posts",BOOM Live,https://www.boomlive.in/fake-news/age-old-home-remedy-peddled-as-covid-19-cure-found-by-indian-student-8857,False,0,a student from pondicherry university has found a home remedy for covid19 that has been accepted by world health organization who
1692,Fact Check: Research In Italy Finds COVID-19 Is Caused By ...,"(1) Italy went against the WHO, saying no autopsies on COVID-19 casualties (2) Italy has apparently discovered that the microorganism which causes COVID-19 is a bacteria and not a Virus. This bacteria is responsible for clotting blood and hindering the transport of oxygen throughout the body. (3) Italy started using 100mg of Aspirin for treating COVID-19 patients (4) The causal organism worsens with 5G electronic radiation",2020-06-12T16:24:32Z,2020-06-12T16:24:32Z,Social Media posts,The Logical Indian,https://thelogicalindian.com/fact-check/italy-covid-19-coronavirus-bacteria-aspirin-21655,Misleading,0,a video claims italy discovered that covid19 is bacteria not a virus
1693,Next Story Italy defeated COVID-19? Misinformation-riddled ...,Italy defied the WHO orders of not conducting autopsy,2016-06-20T00:00:00Z,2020-09-21T00:00:00Z,Social media,Alt News,https://www.altnews.in/italy-defeated-covid-19-misinformation-riddled-conspiracy-theory-viral/,False,0,a video claims italy discovered that covid19 is bacteria not a virus
1694,,"Italy discovered Covid-19 is caused by bacteria and 5G, can be cured by Paracetamol",2021-04-08T00:00:00Z,2021-04-08T11:30:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/pakistani-social-media-users-share-debunked-coronavirus-myths,False,0,a video claims italy discovered that covid19 is bacteria not a virus
1695,Fact Check: Video claiming Italy discovered COVID-19 is bacteria ...,Video claiming Italy discovered COVID-19 is bacteria not virus,2020-07-15T04:33:28Z,2020-07-15T04:33:28Z,Social Media Users,Newsmeter,https://newsmeter.in/fact-check-video-claiming-italy-discovered-covid-19-is-bacteria-not-virus-is-misleading/,Misleading,1,a video claims italy discovered that covid19 is bacteria not a virus
1696,"Old Photo Shows Obama, Fauci at U.S. Facility -- Not 'Wuhan Lab'","Photo shows ""Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015…!!!!""",2020-07-15T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2020/07/old-photo-shows-obama-fauci-at-u-s-facility-not-wuhan-lab/,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1697,"FactCheck: No, this photo does not show Obama visiting a Wuhan ...",Obama visited a Wuhan lab in 2015 to give millions to a 'bat project',2020-07-11T00:00:00Z,2020-07-24T00:00:00Z,Ginny McGonigle,TheJournal.ie,https://www.thejournal.ie/did-obama-fauci-gates-visit-wuhan-lab-2015-5156611-Jul2020/,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1698,"No, this photo doesn't show Fauci and Obama in Wuhan","Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",2020-07-14T00:00:00Z,,Viral image,PolitiFact,https://www.politifact.com/factchecks/2020/jul/16/viral-image/no-photo-doesnt-show-fauci-and-obama-wuhan/,Pants on Fire,1,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1699,Fact Check: This is not a Wuhan lab that Obama was visiting,"Barack Obama, Melinda Gates and US infectious diseases expert Anthony Fauci were seen at a Wuhan lab in China in 2015.",2020-12-06T00:00:00Z,2020-12-09T00:00:00Z,Social media users,India Today,https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-a-wuhan-lab-that-obama-was-visiting-1748138-2020-12-09,Mostly false,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1700,"Fact Check: Did Barack Obama, Dr Anthony Fauci & Melinda Gates ...","Barack Obama, Dr Anthony Fauci and Melinda Gates visited a lab in Wuhan, China in 2015.",2020-07-20T11:36:57Z,2020-07-20T11:36:57Z,Social Media posts,The Logical Indian,https://thelogicalindian.com/fact-check/barack-obama-dr-anthony-fauci-melinda-gates-lab-wuhan-china-bat-22431,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1701,"No, Image Doesn't Show Obama, Dr Fauci Visiting Wuhan Lab in 2015",Barack Obama visited Wuhan laboratory in 2015 along with Dr Fauci and Melinda Gates,2020-07-22T15:05:52Z,2020-07-22T15:05:52Z,"Facebook,Twitter",The Quint,https://www.thequint.com/news/webqoof/no-image-does-not-show-obama-dr-fauci-visiting-wuhan-lab-in-2015-fact-check,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1702,,"Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan",2020-07-14T00:00:00Z,2020-07-17T23:45:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-shows-obama-and-fauci-visiting-lab-us-not-china,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1703,"Did Dr. Fauci, Melinda Gates, and Barack Obama Visit a Wuhan Lab ...","Dr. Fauci, Barack Obama, and Melinda Gates traveled to a lab in Wuhan in 2015",2020-07-15T00:00:00Z,2020-07-15T00:00:00Z,Ted Nugent,The Dispatch Fact Check,https://factcheck.thedispatch.com/p/did-dr-fauci-melinda-gates-and-barack,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1704,"FACT CHECK: Does This Photo Show Barack Obama, Anthony ...","the image shows Barack Obama, Dr. Anthony Fauci and Melinda Gates visiting the Wuhan Institute of Virology in 2015",2020-07-14T00:00:00Z,2020-07-18T17:03:30Z,Viral Image,Check Your Fact,http://checkyourfact.com/2020/07/18/fact-check-barack-obama-anthony-fauci-melinda-gates-wuhan-institute-virology/,False,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1705,"Fact Check: Photo Does NOT Show Barack Obama, Dr. Anthony ...","Photo shows Dr. Fauci, Melinda Gates and Barack Obama at Wuhan lab in 2015",2020-07-18T21:08:13Z,2020-07-18T21:08:13Z,facebook.com,Lead Stories,https://leadstories.com/hoax-alert/2020/07/fact-check-ufoholic-bad-combination.html,Not Wuhan,0,a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015
1706,Fact check: Wearing face mask will not cause hypoxia or hypercapnia,"Wearing a face mask will not cause hypoxia, hypoxemia or hypercapnia",2020-06-22T00:00:00Z,2020-06-01T00:00:00Z,Viral Meme,USA Today,https://www.usatoday.com/story/news/factcheck/2020/05/30/fact-check-wearing-face-mask-not-cause-hypoxia-hypercapnia/5260106002/,Partly false,0,masks produce hypoxia and hypercapnia
1707,,Prolonged use of face masks cause hypercapnia,2020-05-07T00:00:00Z,2020-05-18T17:16:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/prolonged-use-face-masks-unlikely-cause-hypercapnia,Misleading,0,masks produce hypoxia and hypercapnia
1708,Medical Hypotheses journal article lacks evidence that masks cause ...,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",2021-04-12T00:00:00Z,,Diamond and Silk,PolitiFact,https://www.politifact.com/factchecks/2021/apr/16/diamond-and-silk/medical-hypotheses-journal-article-lacks-evidence-/,False,0,masks produce hypoxia and hypercapnia
1709,Bogus Quote on Projected Deaths of Children Attributed to DeVos,"""Betsy DeVos said 'only' .02% of kids are likely to die when they go back to school during the pandemic.""",2020-07-12T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2020/07/bogus-quote-on-projected-deaths-of-children-attributed-to-devos/,False,1,claim that secretary of education betsy devos said only 02 of kids are likely to die when they go back to school during the pandemic
1710,Did Betsy DeVos Say COVID-19 Will 'Only' Kill .02% of US Students?,"In July 2020, U.S. Education Secretary Betsy DeVos said ""only"" .02% of the country's K-12 school students — totaling 14,740 children and teens — are likely to die from COVID-19 when and if schools fully reopen.",,2020-07-16T12:19:28Z,,Snopes.com,https://www.snopes.com/fact-check/devos-only-student-deaths/,False,0,claim that secretary of education betsy devos said only 02 of kids are likely to die when they go back to school during the pandemic
1711,Fact Check: Education Secretary Betsy DeVos DID Not Say 'Only ...,"Education Secretary Betsy Devos said ""only"" .02% of kids are likely to die when they go back to school during the pandemic. That's 14,740 children.",2020-07-13T01:49:20Z,2020-07-13T01:49:20Z,facebook.com,Lead Stories,https://leadstories.com/hoax-alert/2020/07/fact-check-education-secretary-betsy-devos-did-not-say-only-02-percent-of-kids-are-likely-to-die-when-they-go-back-to-school.html,"No, She Didn't",0,claim that secretary of education betsy devos said only 02 of kids are likely to die when they go back to school during the pandemic
1712,FACT CHECK: Did Betsy DeVos Say 'Only' 0.02 Percent Of Kids Are ...,"Secretary of Education Betsy DeVos said that ""only"" 0.02 percent of children returning to school would likely die from COVID-19.",2020-07-09T00:00:00Z,2020-07-14T16:30:05Z,Viral post,Check Your Fact,http://checkyourfact.com/2020/07/14/fact-check-betsy-devos-02-percent-kids-likely-die-return-school/,False,0,claim that secretary of education betsy devos said only 02 of kids are likely to die when they go back to school during the pandemic
1713,Fact Check: WhatsApp Forward Says Pondicherry University ...,"A student from Pondicherry University has found a cure for COVID-19, which includes black pepper, ginger, honey.",2020-07-14T12:44:53Z,2020-07-14T12:44:53Z,WhatsApp Forwards,The Logical Indian,https://thelogicalindian.com/fact-check/pondicherry-university-covid-19-black-pepper-ginger-honey-22303,False,0,a student from pondicherry university in india has found a home remedy for covid19 that has been accepted by world health organization who
1714,FALSE: WHO approves COVID-19 cure that can end virus 100%,"The World Health Organization (WHO) has approved a cure for COVID-19 that can 100% end the virus: a concoction of pepper powder, honey, and ginger juice taken for 5 consecutive days.",,2021-05-26T10:20:35Z,,Rappler,https://www.rappler.com/newsbreak/fact-check/world-health-organization-approves-covid-19-cure-end-virus,False,0,a student from pondicherry university in india has found a home remedy for covid19 that has been accepted by world health organization who
1715,,"Honey, pepper and ginger can ‘100%’ eliminate the effect of Covid-19 and has been approved by the WHO.",2020-10-03T00:00:00Z,2021-05-12T00:00:00Z,Facebook user,Full Fact,https://fullfact.org/health/honey-ginger-pepper-WHO/,"This treatment for Covid-19 has not been approved by the WHO. The WHO says that although some spices may be beneficial for health, there is no evidence that this particular mix can protect from Covid-19 infection.",0,a student from pondicherry university in india has found a home remedy for covid19 that has been accepted by world health organization who
1716,,The World Health Organization (WHO) has approved Indian student's home remedy for COVID-19: drinking ginger juice with black pepper and honey,2020-06-30T00:00:00Z,2020-07-28T04:25:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/hoax-circulates-who-has-approved-indian-students-ginger-juice-covid-19-remedy,False,0,a student from pondicherry university in india has found a home remedy for covid19 that has been accepted by world health organization who
1717,ALSO READ: Age-Old Home Remedy Peddled As COVID-19 Cure ...,"Pondicherry University student found black pepper, ginger, honey cure for COVID-19",2020-07-13T13:41:05Z,2020-07-13T13:41:05Z,"WhatsApp, social media posts",BOOM Live,https://www.boomlive.in/fake-news/age-old-home-remedy-peddled-as-covid-19-cure-found-by-indian-student-8857,False,0,a student from pondicherry university in india has found a home remedy for covid19 that has been accepted by world health organization who
1718,"Old Photo Shows Obama, Fauci at U.S. Facility -- Not 'Wuhan Lab'","Photo shows ""Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015…!!!!""",2020-07-15T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2020/07/old-photo-shows-obama-fauci-at-u-s-facility-not-wuhan-lab/,False,1,photo shows former president barack obama dr anthony fauci and melinda gates at the wuhan lab in 2015
1719,"Fact Check: Did Barack Obama, Dr Anthony Fauci & Melinda Gates ...","Barack Obama, Dr Anthony Fauci and Melinda Gates visited a lab in Wuhan, China in 2015.",2020-07-20T11:36:57Z,2020-07-20T11:36:57Z,Social Media posts,The Logical Indian,https://thelogicalindian.com/fact-check/barack-obama-dr-anthony-fauci-melinda-gates-lab-wuhan-china-bat-22431,False,0,photo shows former president barack obama dr anthony fauci and melinda gates at the wuhan lab in 2015
1720,"Is This Obama, Fauci, and Gates at a Wuhan Lab in 2015?","A photograph shows President Obama, Dr. Anthony Fauci, and Melinda Gates at a laboratory in Wuhan, China, in 2015.",,2020-07-13T14:46:00Z,,Snopes.com,https://www.snopes.com/fact-check/obama-fauci-gates-wuhan-lab/,Miscaptioned,0,photo shows former president barack obama dr anthony fauci and melinda gates at the wuhan lab in 2015
