,index,status
1776,1776,nok
1777,1777,nok
1778,1778,nok
1779,1779,nok
1780,1780,ok
1781,1781,nok
1782,1782,ok
1783,1783,ok
1784,1784,ok
1785,1785,nok
1786,1786,nok
1787,1787,nok
1788,1788,ok
1789,1789,ok
1790,1790,nok
1791,1791,nok
1792,1792,ok
1793,1793,nok
1794,1794,ok
1795,1795,nok
1796,1796,ok
1797,1797,ok
1798,1798,ok
1799,1799,ok
1800,1800,ok
1801,1801,nok
1802,1802,nok
1803,1803,nok
1804,1804,nok
1805,1805,ok
1806,1806,ok
1807,1807,nok
1808,1808,nok
1809,1809,nok
1810,1810,ok
1811,1811,ok
1812,1812,ok
1813,1813,ok
1814,1814,nok
1815,1815,ok
1816,1816,ok
1817,1817,nok
1818,1818,nok
1819,1819,ok
1820,1820,nok
1821,1821,ok
1822,1822,ok
1823,1823,nok
1824,1824,nok
1825,1825,nok
1826,1826,ok
1827,1827,nok
1828,1828,nok
1829,1829,nok
1830,1830,nok
1831,1831,ok
1832,1832,ok
1833,1833,ok
1834,1834,nok
1835,1835,ok
1836,1836,nok
1837,1837,nok
1838,1838,ok
1839,1839,ok
1840,1840,ok
1841,1841,nok
1842,1842,ok
1843,1843,nok
1844,1844,nok
1845,1845,nok
1846,1846,nok
1847,1847,ok
1848,1848,nok
1849,1849,nok
1850,1850,ok
1851,1851,ok
1852,1852,ok
1853,1853,ok
1854,1854,nok
1855,1855,nok
1856,1856,nok
1857,1857,ok
1858,1858,nok
1859,1859,ok
1860,1860,nok
1861,1861,nok
1862,1862,nok
1863,1863,nok
1864,1864,nok
1865,1865,ok
1866,1866,nok
1867,1867,nok
1868,1868,nok
1869,1869,ok
1870,1870,ok
1871,1871,nok
1872,1872,ok
1873,1873,ok
1874,1874,ok
1875,1875,ok
1876,1876,ok
1877,1877,nok
1878,1878,ok
1879,1879,nok
1880,1880,nok
1881,1881,nok
1882,1882,nok
1883,1883,nok
1884,1884,nok
1885,1885,nok
1886,1886,nok
1887,1887,nok
1888,1888,nok
1889,1889,nok
1890,1890,ok
1891,1891,ok
1892,1892,ok
1893,1893,nok
1894,1894,ok
1895,1895,nok
1896,1896,nok
1897,1897,nok
1898,1898,nok
1899,1899,ok
1900,1900,ok
1901,1901,nok
1902,1902,nok
1903,1903,nok
1904,1904,nok
1905,1905,ok
1906,1906,nok
1907,1907,nok
1908,1908,nok
1909,1909,nok
1910,1910,ok
1911,1911,ok
1912,1912,ok
1913,1913,ok
1914,1914,nok
1915,1915,ok
1916,1916,ok
1917,1917,ok
1918,1918,nok
1919,1919,ok
1920,1920,ok
1921,1921,ok
1922,1922,nok
1923,1923,ok
1924,1924,ok
1925,1925,nok
1926,1926,ok
1927,1927,ok
1928,1928,nok
1929,1929,nok
1930,1930,nok
1931,1931,nok
1932,1932,ok
1933,1933,nok
1934,1934,nok
1935,1935,nok
1936,1936,ok
1937,1937,ok
1938,1938,nok
1939,1939,ok
1940,1940,nok
1941,1941,nok
1942,1942,ok
1943,1943,nok
1944,1944,nok
1945,1945,nok
1946,1946,ok
1947,1947,nok
1948,1948,ok
1949,1949,ok
1950,1950,nok
1951,1951,nok
1952,1952,nok
1953,1953,nok
1954,1954,nok
1955,1955,nok
1956,1956,ok
1957,1957,ok
1958,1958,nok
1959,1959,nok
1960,1960,nok
1961,1961,nok
1962,1962,nok
1963,1963,ok
1964,1964,ok
1965,1965,ok
1966,1966,ok
1967,1967,nok
1968,1968,ok
1969,1969,nok
1970,1970,nok
1971,1971,nok
1972,1972,ok
1973,1973,ok
1974,1974,ok
1975,1975,ok
1976,1976,ok
1977,1977,nok
1978,1978,nok
1979,1979,nok
1980,1980,ok
1981,1981,nok
1982,1982,nok
1983,1983,nok
1984,1984,nok
1985,1985,ok
1986,1986,ok
1987,1987,ok
1988,1988,nok
1989,1989,nok
1990,1990,nok
1991,1991,nok
1992,1992,ok
1993,1993,nok
1994,1994,nok
1995,1995,ok
1996,1996,ok
1997,1997,ok
1998,1998,nok
1999,1999,nok
2000,2000,nok
2001,2001,nok
2002,2002,ok
2003,2003,ok
2004,2004,nok
2005,2005,ok
2006,2006,nok
2007,2007,nok
2008,2008,nok
2009,2009,ok
2010,2010,nok
2011,2011,nok
2012,2012,nok
2013,2013,nok
2014,2014,nok
2015,2015,nok
2016,2016,nok
2017,2017,nok
2018,2018,nok
2019,2019,ok
2020,2020,nok
2021,2021,nok
2022,2022,nok
2023,2023,nok
2024,2024,nok
2025,2025,ok
2026,2026,nok
2027,2027,nok
2028,2028,nok
2029,2029,nok
2030,2030,nok
2031,2031,nok
2032,2032,nok
2033,2033,ok
2034,2034,nok
2035,2035,nok
2036,2036,nok
2037,2037,nok
2038,2038,ok
2039,2039,nok
2040,2040,nok
2041,2041,nok
2042,2042,nok
2043,2043,ok
2044,2044,ok
2045,2045,ok
2046,2046,ok
2047,2047,nok
2048,2048,nok
2049,2049,ok
2050,2050,nok
2051,2051,nok
2052,2052,ok
2053,2053,ok
2054,2054,nok
2055,2055,nok
2056,2056,nok
2057,2057,ok
2058,2058,nok
2059,2059,ok
2060,2060,ok
2061,2061,nok
2062,2062,nok
2063,2063,ok
2064,2064,nok
2065,2065,nok
2066,2066,nok
2067,2067,nok
2068,2068,ok
2069,2069,nok
2070,2070,nok
2071,2071,nok
2072,2072,ok
2073,2073,nok
2074,2074,nok
2075,2075,ok
2076,2076,nok
2077,2077,nok
2078,2078,ok
2079,2079,ok
2080,2080,nok
2081,2081,nok
2082,2082,nok
2083,2083,ok
2084,2084,nok
2085,2085,ok
2086,2086,nok
2087,2087,nok
2088,2088,nok
2089,2089,nok
2090,2090,nok
2091,2091,nok
2092,2092,nok
2093,2093,ok
2094,2094,nok
2095,2095,nok
2096,2096,nok
2097,2097,nok
2098,2098,nok
2099,2099,nok
2100,2100,ok
2101,2101,nok
2102,2102,nok
2103,2103,nok
2104,2104,nok
2105,2105,nok
2106,2106,ok
2107,2107,ok
2108,2108,ok
2109,2109,nok
2110,2110,nok
2111,2111,ok
2112,2112,nok
2113,2113,nok
2114,2114,ok
2115,2115,ok
2116,2116,ok
2117,2117,nok
2118,2118,ok
2119,2119,nok
2120,2120,nok
2121,2121,nok
2122,2122,nok
2123,2123,ok
2124,2124,ok
2125,2125,nok
2126,2126,nok
2127,2127,nok
2128,2128,ok
2129,2129,ok
2130,2130,nok
2131,2131,nok
2132,2132,nok
2133,2133,nok
2134,2134,nok
2135,2135,nok
2136,2136,nok
2137,2137,nok
2138,2138,nok
2139,2139,ok
2140,2140,nok
2141,2141,nok
2142,2142,nok
2143,2143,nok
2144,2144,nok
2145,2145,nok
2146,2146,nok
2147,2147,nok
2148,2148,ok
2149,2149,nok
2150,2150,nok
2151,2151,nok
2152,2152,nok
2153,2153,ok
2154,2154,ok
2155,2155,nok
2156,2156,nok
2157,2157,nok
2158,2158,nok
2159,2159,nok
2160,2160,nok
2161,2161,ok
2162,2162,nok
2163,2163,nok
2164,2164,ok
2165,2165,ok
2166,2166,ok
2167,2167,ok
2168,2168,nok
2169,2169,ok
2170,2170,ok
2171,2171,ok
2172,2172,nok
2173,2173,nok
2174,2174,nok
2175,2175,nok
2176,2176,nok
2177,2177,ok
2178,2178,nok
2179,2179,nok
2180,2180,nok
2181,2181,nok
2182,2182,nok
2183,2183,nok
2184,2184,nok
2185,2185,nok
2186,2186,ok
2187,2187,nok
2188,2188,nok
2189,2189,nok
2190,2190,ok
2191,2191,ok
2192,2192,ok
2193,2193,ok
2194,2194,nok
2195,2195,ok
2196,2196,nok
2197,2197,ok
2198,2198,nok
2199,2199,nok
2200,2200,nok
2201,2201,ok
2202,2202,ok
2203,2203,ok
2204,2204,ok
2205,2205,nok
2206,2206,ok
2207,2207,nok
2208,2208,ok
2209,2209,nok
2210,2210,ok
2211,2211,ok
2212,2212,nok
2213,2213,nok
2214,2214,nok
2215,2215,ok
2216,2216,nok
2217,2217,nok
2218,2218,ok
2219,2219,nok
2220,2220,nok
2221,2221,nok
2222,2222,ok
2223,2223,ok
2224,2224,nok
2225,2225,nok
2226,2226,nok
2227,2227,nok
2228,2228,nok
2229,2229,nok
2230,2230,nok
2231,2231,nok
2232,2232,nok
2233,2233,nok
2234,2234,nok
2235,2235,ok
2236,2236,nok
2237,2237,nok
2238,2238,ok
2239,2239,nok
2240,2240,ok
2241,2241,nok
2242,2242,ok
2243,2243,nok
2244,2244,nok
2245,2245,nok
2246,2246,ok
2247,2247,nok
2248,2248,ok
2249,2249,ok
2250,2250,ok
2251,2251,nok
2252,2252,nok
2253,2253,ok
2254,2254,nok
2255,2255,ok
2256,2256,nok
2257,2257,nok
2258,2258,nok
2259,2259,nok
2260,2260,nok
2261,2261,nok
2262,2262,nok
2263,2263,ok
2264,2264,nok
2265,2265,nok
2266,2266,ok
2267,2267,ok
2268,2268,nok
2269,2269,nok
2270,2270,nok
2271,2271,nok
2272,2272,nok
2273,2273,nok
2274,2274,ok
2275,2275,ok
2276,2276,nok
2277,2277,nok
2278,2278,nok
2279,2279,nok
2280,2280,nok
2281,2281,ok
2282,2282,ok
2283,2283,nok
2284,2284,nok
2285,2285,nok
2286,2286,ok
2287,2287,nok
2288,2288,nok
2289,2289,nok
2290,2290,nok
2291,2291,ok
2292,2292,ok
2293,2293,nok
2294,2294,ok
2295,2295,nok
2296,2296,nok
2297,2297,ok
2298,2298,nok
2299,2299,nok
2300,2300,nok
2301,2301,nok
2302,2302,ok
2303,2303,nok
2304,2304,nok
2305,2305,ok
2306,2306,nok
2307,2307,ok
2308,2308,nok
2309,2309,nok
2310,2310,nok
2311,2311,nok
2312,2312,ok
2313,2313,nok
2314,2314,nok
2315,2315,nok
2316,2316,nok
2317,2317,ok
2318,2318,nok
2319,2319,nok
2320,2320,ok
2321,2321,ok
2322,2322,nok
2323,2323,nok
2324,2324,nok
2325,2325,ok
2326,2326,ok
2327,2327,ok
2328,2328,ok
2329,2329,nok
2330,2330,nok
2331,2331,ok
2332,2332,nok
2333,2333,nok
2334,2334,nok
2335,2335,nok
2336,2336,ok
2337,2337,ok
2338,2338,ok
2339,2339,nok
2340,2340,ok
2341,2341,ok
2342,2342,nok
2343,2343,nok
2344,2344,ok
2345,2345,nok
2346,2346,ok
2347,2347,nok
2348,2348,ok
2349,2349,nok
2350,2350,nok
2351,2351,nok
2352,2352,ok
2353,2353,nok
2354,2354,ok
2355,2355,nok
2356,2356,ok
2357,2357,nok
2358,2358,nok
2359,2359,nok
2360,2360,nok
2361,2361,ok
2362,2362,nok
2363,2363,nok
2364,2364,nok
2365,2365,nok
2366,2366,nok
2367,2367,ok
2368,2368,ok
2369,2369,ok
2370,2370,ok
2371,2371,nok
2372,2372,nok
2373,2373,ok
2374,2374,nok
2375,2375,ok
2376,2376,nok
2377,2377,nok
2378,2378,nok
2379,2379,nok
2380,2380,ok
2381,2381,ok
2382,2382,nok
2383,2383,nok
2384,2384,nok
2385,2385,ok
2386,2386,nok
2387,2387,nok
2388,2388,nok
2389,2389,nok
2390,2390,ok
2391,2391,ok
2392,2392,ok
2393,2393,ok
2394,2394,ok
2395,2395,ok
2396,2396,ok
2397,2397,nok
2398,2398,nok
2399,2399,ok
2400,2400,nok
2401,2401,ok
2402,2402,nok
2403,2403,ok
2404,2404,ok
2405,2405,nok
2406,2406,ok
2407,2407,nok
2408,2408,nok
2409,2409,nok
2410,2410,ok
2411,2411,nok
2412,2412,nok
2413,2413,nok
2414,2414,ok
2415,2415,ok
2416,2416,nok
2417,2417,nok
2418,2418,nok
2419,2419,ok
2420,2420,nok
2421,2421,nok
2422,2422,ok
2423,2423,ok
2424,2424,nok
2425,2425,nok
2426,2426,nok
2427,2427,ok
2428,2428,nok
2429,2429,nok
2430,2430,ok
2431,2431,ok
2432,2432,nok
2433,2433,nok
2434,2434,ok
2435,2435,nok
2436,2436,ok
2437,2437,ok
2438,2438,nok
2439,2439,nok
2440,2440,nok
2441,2441,nok
2442,2442,nok
2443,2443,ok
2444,2444,nok
2445,2445,nok
2446,2446,nok
2447,2447,nok
2448,2448,ok
2449,2449,nok
2450,2450,nok
2451,2451,ok
2452,2452,nok
2453,2453,nok
2454,2454,ok
2455,2455,nok
2456,2456,ok
2457,2457,nok
2458,2458,nok
2459,2459,ok
2460,2460,nok
2461,2461,nok
2462,2462,nok
2463,2463,nok
2464,2464,nok
2465,2465,nok
2466,2466,nok
2467,2467,nok
2468,2468,nok
2469,2469,nok
2470,2470,nok
2471,2471,nok
2472,2472,nok
2473,2473,nok
2474,2474,nok
2475,2475,nok
2476,2476,nok
2477,2477,nok
2478,2478,nok
2479,2479,nok
2480,2480,ok
2481,2481,nok
2482,2482,ok
2483,2483,nok
2484,2484,ok
2485,2485,nok
2486,2486,ok
2487,2487,nok
2488,2488,ok
2489,2489,nok
2490,2490,nok
2491,2491,nok
2492,2492,ok
2493,2493,nok
2494,2494,nok
2495,2495,nok
2496,2496,nok
2497,2497,nok
2498,2498,ok
2499,2499,nok
2500,2500,ok
2501,2501,nok
2502,2502,nok
2503,2503,nok
2504,2504,nok
2505,2505,nok
2506,2506,ok
2507,2507,ok
2508,2508,nok
2509,2509,nok
2510,2510,nok
2511,2511,ok
2512,2512,nok
2513,2513,nok
2514,2514,nok
2515,2515,nok
2516,2516,nok
2517,2517,ok
2518,2518,nok
2519,2519,nok
2520,2520,nok
2521,2521,nok
2522,2522,ok
2523,2523,nok
2524,2524,ok
2525,2525,nok
2526,2526,nok
2527,2527,nok
2528,2528,nok
2529,2529,nok
2530,2530,nok
2531,2531,ok
2532,2532,ok
2533,2533,nok
2534,2534,nok
2535,2535,nok
2536,2536,nok
2537,2537,nok
2538,2538,nok
2539,2539,nok
2540,2540,ok
2541,2541,ok
2542,2542,ok
2543,2543,nok
2544,2544,nok
2545,2545,ok
2546,2546,nok
2547,2547,nok
2548,2548,nok
2549,2549,nok
2550,2550,nok
2551,2551,nok
2552,2552,nok
2553,2553,ok
2554,2554,nok
2555,2555,nok
2556,2556,nok
2557,2557,nok
2558,2558,ok
2559,2559,ok
2560,2560,ok
2561,2561,nok
2562,2562,ok
2563,2563,nok
2564,2564,nok
2565,2565,nok
2566,2566,nok
2567,2567,nok
2568,2568,nok
2569,2569,nok
2570,2570,ok
2571,2571,nok
2572,2572,nok
2573,2573,ok
2574,2574,nok
2575,2575,nok
2576,2576,nok
2577,2577,nok
2578,2578,nok
2579,2579,nok
2580,2580,ok
2581,2581,nok
2582,2582,nok
2583,2583,ok
2584,2584,nok
2585,2585,nok
2586,2586,nok
2587,2587,ok
2588,2588,nok
2589,2589,nok
2590,2590,ok
2591,2591,nok
2592,2592,nok
2593,2593,nok
2594,2594,ok
2595,2595,ok
2596,2596,nok
2597,2597,nok
2598,2598,nok
2599,2599,nok
2600,2600,nok
2601,2601,ok
2602,2602,nok
2603,2603,nok
2604,2604,nok
2605,2605,ok
2606,2606,ok
2607,2607,nok
2608,2608,nok
2609,2609,nok
2610,2610,ok
2611,2611,ok
2612,2612,ok
2613,2613,ok
2614,2614,nok
2615,2615,ok
2616,2616,ok
2617,2617,nok
2618,2618,ok
2619,2619,nok
2620,2620,nok
2621,2621,nok
2622,2622,nok
2623,2623,nok
2624,2624,nok
2625,2625,nok
2626,2626,nok
2627,2627,ok
2628,2628,nok
2629,2629,nok
2630,2630,nok
2631,2631,nok
2632,2632,ok
2633,2633,ok
2634,2634,nok
2635,2635,nok
2636,2636,nok
2637,2637,nok
2638,2638,ok
2639,2639,ok
2640,2640,ok
2641,2641,nok
2642,2642,nok
2643,2643,ok
2644,2644,nok
2645,2645,nok
2646,2646,ok
2647,2647,nok
2648,2648,ok
2649,2649,nok
2650,2650,ok
2651,2651,nok
2652,2652,ok
2653,2653,nok
2654,2654,nok
2655,2655,ok
2656,2656,nok
2657,2657,nok
2658,2658,nok
2659,2659,nok
2660,2660,nok
2661,2661,nok
2662,2662,nok
2663,2663,ok
2664,2664,ok
2665,2665,nok
2666,2666,nok
2667,2667,ok
2668,2668,nok
2669,2669,nok
2670,2670,ok
2671,2671,nok
2672,2672,ok
2673,2673,nok
2674,2674,nok
2675,2675,nok
2676,2676,nok
2677,2677,nok
2678,2678,ok
2679,2679,nok
2680,2680,ok
2681,2681,ok
2682,2682,nok
2683,2683,ok
2684,2684,ok
2685,2685,ok
2686,2686,nok
2687,2687,nok
2688,2688,ok
2689,2689,nok
2690,2690,ok
2691,2691,nok
2692,2692,ok
2693,2693,nok
2694,2694,nok
2695,2695,ok
2696,2696,nok
2697,2697,ok
2698,2698,nok
2699,2699,nok
2700,2700,nok
2701,2701,nok
2702,2702,ok
2703,2703,ok
2704,2704,nok
2705,2705,ok
2706,2706,nok
2707,2707,nok
2708,2708,nok
2709,2709,nok
2710,2710,ok
2711,2711,nok
2712,2712,nok
2713,2713,ok
2714,2714,nok
2715,2715,nok
2716,2716,ok
2717,2717,nok
2718,2718,ok
2719,2719,ok
2720,2720,ok
2721,2721,nok
2722,2722,nok
2723,2723,nok
2724,2724,ok
2725,2725,ok
2726,2726,nok
2727,2727,nok
2728,2728,ok
2729,2729,nok
2730,2730,ok
2731,2731,ok
2732,2732,ok
2733,2733,nok
2734,2734,nok
2735,2735,nok
2736,2736,nok
2737,2737,ok
2738,2738,nok
2739,2739,nok
2740,2740,ok
2741,2741,nok
2742,2742,ok
2743,2743,nok
2744,2744,ok
2745,2745,ok
2746,2746,nok
2747,2747,nok
2748,2748,ok
2749,2749,ok
2750,2750,ok
2751,2751,ok
2752,2752,nok
2753,2753,nok
2754,2754,nok
2755,2755,ok
2756,2756,nok
2757,2757,ok
2758,2758,nok
2759,2759,nok
2760,2760,nok
2761,2761,nok
2762,2762,nok
2763,2763,nok
2764,2764,nok
2765,2765,nok
2766,2766,nok
2767,2767,nok
2768,2768,ok
2769,2769,ok
2770,2770,nok
2771,2771,nok
2772,2772,nok
2773,2773,ok
2774,2774,nok
2775,2775,ok
2776,2776,ok
2777,2777,nok
2778,2778,nok
2779,2779,ok
2780,2780,nok
2781,2781,nok
2782,2782,nok
2783,2783,ok
2784,2784,ok
2785,2785,ok
2786,2786,nok
2787,2787,nok
2788,2788,nok
2789,2789,ok
2790,2790,nok
2791,2791,ok
2792,2792,ok
2793,2793,nok
2794,2794,nok
2795,2795,nok
2796,2796,nok
2797,2797,nok
2798,2798,nok
2799,2799,ok
2800,2800,nok
2801,2801,ok
2802,2802,nok
2803,2803,nok
2804,2804,nok
2805,2805,nok
2806,2806,nok
2807,2807,ok
2808,2808,ok
2809,2809,nok
2810,2810,nok
2811,2811,nok
2812,2812,nok
2813,2813,ok
2814,2814,ok
2815,2815,nok
2816,2816,ok
2817,2817,nok
2818,2818,ok
2819,2819,nok
2820,2820,nok
2821,2821,nok
2822,2822,nok
2823,2823,nok
2824,2824,ok
2825,2825,nok
2826,2826,nok
2827,2827,nok
2828,2828,nok
2829,2829,nok
2830,2830,ok
2831,2831,ok
2832,2832,nok
2833,2833,nok
2834,2834,ok
2835,2835,nok
2836,2836,ok
2837,2837,nok
2838,2838,nok
2839,2839,ok
2840,2840,nok
2841,2841,nok
2842,2842,nok
2843,2843,nok
2844,2844,nok
2845,2845,ok
2846,2846,nok
2847,2847,ok
2848,2848,nok
2849,2849,nok
2850,2850,nok
2851,2851,nok
2852,2852,nok
2853,2853,nok
2854,2854,nok
2855,2855,ok
2856,2856,nok
2857,2857,nok
2858,2858,ok
2859,2859,ok
2860,2860,nok
2861,2861,nok
2862,2862,nok
2863,2863,nok
2864,2864,nok
2865,2865,nok
2866,2866,ok
2867,2867,nok
2868,2868,nok
2869,2869,nok
2870,2870,nok
2871,2871,nok
2872,2872,ok
2873,2873,ok
2874,2874,ok
2875,2875,nok
2876,2876,nok
2877,2877,nok
2878,2878,ok
2879,2879,nok
2880,2880,ok
2881,2881,ok
2882,2882,nok
2883,2883,nok
2884,2884,nok
2885,2885,ok
2886,2886,nok
2887,2887,ok
2888,2888,ok
2889,2889,nok
2890,2890,nok
2891,2891,nok
2892,2892,nok
2893,2893,ok
2894,2894,ok
2895,2895,nok
2896,2896,nok
2897,2897,nok
2898,2898,nok
2899,2899,nok
2900,2900,nok
2901,2901,nok
2902,2902,ok
2903,2903,nok
2904,2904,nok
2905,2905,nok
2906,2906,nok
2907,2907,nok
2908,2908,ok
2909,2909,nok
2910,2910,nok
2911,2911,nok
2912,2912,nok
2913,2913,ok
2914,2914,ok
2915,2915,nok
2916,2916,nok
2917,2917,nok
2918,2918,nok
2919,2919,nok
2920,2920,nok
2921,2921,ok
2922,2922,nok
2923,2923,ok
2924,2924,ok
2925,2925,ok
2926,2926,nok
2927,2927,ok
2928,2928,nok
2929,2929,nok
2930,2930,ok
2931,2931,nok
2932,2932,nok
2933,2933,nok
2934,2934,ok
2935,2935,nok
2936,2936,ok
2937,2937,nok
2938,2938,nok
2939,2939,nok
2940,2940,nok
2941,2941,ok
2942,2942,ok
2943,2943,nok
2944,2944,nok
2945,2945,ok
2946,2946,nok
2947,2947,ok
2948,2948,ok
2949,2949,nok
2950,2950,ok
2951,2951,nok
2952,2952,nok
2953,2953,nok
2954,2954,nok
2955,2955,nok
2956,2956,nok
2957,2957,nok
2958,2958,nok
2959,2959,nok
2960,2960,nok
2961,2961,nok
2962,2962,nok
2963,2963,nok
2964,2964,ok
2965,2965,ok
2966,2966,ok
2967,2967,ok
2968,2968,ok
2969,2969,ok
2970,2970,ok
2971,2971,nok
2972,2972,ok
2973,2973,nok
2974,2974,ok
2975,2975,nok
2976,2976,nok
2977,2977,ok
2978,2978,ok
2979,2979,nok
2980,2980,nok
2981,2981,ok
2982,2982,nok
2983,2983,nok
2984,2984,nok
2985,2985,nok
2986,2986,nok
2987,2987,ok
2988,2988,nok
2989,2989,ok
2990,2990,ok
2991,2991,ok
2992,2992,nok
2993,2993,nok
2994,2994,nok
2995,2995,ok
2996,2996,nok
2997,2997,nok
2998,2998,ok
2999,2999,nok
3000,3000,nok
3001,3001,ok
3002,3002,ok
3003,3003,nok
3004,3004,nok
3005,3005,nok
3006,3006,nok
3007,3007,nok
3008,3008,nok
3009,3009,nok
3010,3010,ok
3011,3011,nok
3012,3012,nok
3013,3013,nok
3014,3014,nok
3015,3015,nok
3016,3016,nok
3017,3017,nok
3018,3018,nok
3019,3019,nok
3020,3020,nok
3021,3021,ok
3022,3022,nok
3023,3023,nok
3024,3024,ok
3025,3025,ok
3026,3026,ok
3027,3027,nok
3028,3028,nok
3029,3029,ok
3030,3030,nok
3031,3031,nok
3032,3032,nok
3033,3033,ok
3034,3034,ok
3035,3035,nok
3036,3036,ok
3037,3037,nok
3038,3038,nok
3039,3039,nok
3040,3040,nok
3041,3041,ok
3042,3042,nok
3043,3043,ok
3044,3044,nok
3045,3045,nok
3046,3046,nok
3047,3047,nok
3048,3048,ok
3049,3049,ok
3050,3050,ok
3051,3051,ok
3052,3052,ok
3053,3053,ok
3054,3054,nok
3055,3055,nok
3056,3056,nok
3057,3057,nok
3058,3058,ok
3059,3059,nok
3060,3060,nok
3061,3061,ok
3062,3062,nok
3063,3063,nok
3064,3064,ok
3065,3065,nok
3066,3066,nok
3067,3067,ok
3068,3068,nok
3069,3069,nok
3070,3070,nok
3071,3071,ok
3072,3072,ok
3073,3073,nok
3074,3074,nok
3075,3075,nok
3076,3076,nok
3077,3077,ok
3078,3078,nok
3079,3079,nok
3080,3080,nok
3081,3081,ok
3082,3082,ok
3083,3083,ok
3084,3084,nok
3085,3085,nok
3086,3086,nok
3087,3087,nok
3088,3088,nok
3089,3089,nok
3090,3090,nok
3091,3091,ok
3092,3092,nok
3093,3093,ok
3094,3094,nok
3095,3095,nok
3096,3096,ok
3097,3097,ok
3098,3098,nok
3099,3099,nok
3100,3100,ok
3101,3101,ok
3102,3102,ok
3103,3103,ok
3104,3104,nok
3105,3105,ok
3106,3106,ok
3107,3107,nok
3108,3108,ok
3109,3109,ok
3110,3110,nok
3111,3111,nok
3112,3112,nok
3113,3113,nok
3114,3114,nok
3115,3115,nok
3116,3116,nok
3117,3117,nok
3118,3118,ok
3119,3119,nok
3120,3120,nok
3121,3121,nok
3122,3122,nok
3123,3123,nok
3124,3124,ok
3125,3125,nok
3126,3126,ok
3127,3127,nok
3128,3128,nok
3129,3129,nok
3130,3130,nok
3131,3131,nok
3132,3132,nok
3133,3133,ok
3134,3134,nok
3135,3135,nok
3136,3136,nok
3137,3137,nok
3138,3138,ok
3139,3139,nok
3140,3140,ok
3141,3141,ok
3142,3142,nok
3143,3143,nok
3144,3144,nok
3145,3145,nok
3146,3146,nok
3147,3147,nok
3148,3148,nok
3149,3149,nok
3150,3150,ok
3151,3151,nok
3152,3152,nok
3153,3153,nok
3154,3154,ok
3155,3155,ok
3156,3156,nok
3157,3157,ok
3158,3158,nok
3159,3159,ok
3160,3160,ok
3161,3161,nok
3162,3162,nok
3163,3163,nok
3164,3164,nok
3165,3165,nok
3166,3166,nok
3167,3167,ok
3168,3168,nok
3169,3169,ok
3170,3170,nok
3171,3171,nok
3172,3172,nok
3173,3173,ok
3174,3174,nok
3175,3175,nok
3176,3176,nok
3177,3177,nok
3178,3178,ok
3179,3179,ok
3180,3180,nok
3181,3181,nok
3182,3182,ok
3183,3183,nok
3184,3184,ok
3185,3185,ok
3186,3186,nok
3187,3187,nok
3188,3188,nok
3189,3189,nok
3190,3190,ok
3191,3191,nok
3192,3192,ok
3193,3193,nok
3194,3194,ok
3195,3195,nok
3196,3196,nok
3197,3197,nok
3198,3198,nok
3199,3199,nok
3200,3200,nok
3201,3201,nok
3202,3202,nok
3203,3203,ok
3204,3204,nok
3205,3205,ok
3206,3206,nok
3207,3207,nok
3208,3208,nok
3209,3209,nok
3210,3210,nok
3211,3211,nok
3212,3212,nok
3213,3213,nok
3214,3214,nok
3215,3215,ok
3216,3216,nok
3217,3217,nok
3218,3218,ok
3219,3219,nok
3220,3220,nok
3221,3221,ok
3222,3222,ok
3223,3223,nok
3224,3224,ok
3225,3225,ok
3226,3226,nok
3227,3227,nok
3228,3228,ok
3229,3229,nok
3230,3230,nok
3231,3231,nok
3232,3232,nok
3233,3233,nok
3234,3234,ok
3235,3235,ok
3236,3236,nok
3237,3237,ok
3238,3238,nok
3239,3239,nok
3240,3240,nok
3241,3241,ok
3242,3242,nok
3243,3243,nok
3244,3244,ok
3245,3245,nok
3246,3246,ok
3247,3247,nok
3248,3248,ok
3249,3249,ok
3250,3250,ok
3251,3251,nok
3252,3252,ok
3253,3253,nok
3254,3254,nok
3255,3255,nok
3256,3256,nok
3257,3257,ok
3258,3258,nok
3259,3259,nok
3260,3260,nok
3261,3261,nok
3262,3262,ok
3263,3263,nok
3264,3264,nok
3265,3265,ok
3266,3266,nok
3267,3267,ok
3268,3268,ok
3269,3269,ok
3270,3270,ok
3271,3271,nok
3272,3272,ok
3273,3273,nok
3274,3274,nok
3275,3275,ok
3276,3276,ok
3277,3277,nok
3278,3278,nok
3279,3279,nok
3280,3280,nok
3281,3281,nok
3282,3282,nok
3283,3283,ok
3284,3284,nok
3285,3285,nok
3286,3286,ok
3287,3287,ok
3288,3288,nok
3289,3289,nok
3290,3290,ok
3291,3291,ok
3292,3292,ok
3293,3293,nok
3294,3294,ok
3295,3295,nok
3296,3296,nok
3297,3297,ok
3298,3298,nok
3299,3299,nok
3300,3300,nok
3301,3301,nok
3302,3302,ok
3303,3303,nok
3304,3304,nok
3305,3305,nok
3306,3306,nok
3307,3307,nok
3308,3308,nok
3309,3309,nok
3310,3310,nok
3311,3311,nok
3312,3312,nok
3313,3313,nok
3314,3314,ok
3315,3315,nok
3316,3316,nok
3317,3317,ok
3318,3318,nok
3319,3319,nok
3320,3320,nok
3321,3321,nok
3322,3322,nok
3323,3323,nok
3324,3324,nok
3325,3325,nok
3326,3326,nok
3327,3327,nok
3328,3328,ok
3329,3329,ok
3330,3330,ok
